연번,상호명,활동장소,건물명,대표번호,취급부류
"1,186",(유)광명상회,가락시장,가락몰 판매동 관련상가 2층 007-1호,02-407-9323,기타
"1,187",(주)주태인성,가락시장,가락몰 판매동 관련상가 2층 009-1호,,기타
"1,188",(주)주태인성,가락시장,가락몰 판매동 관련상가 2층 009-2호,,기타
"1,189",삼호유통,가락시장,가락몰 판매동 관련상가 2층 010-1호,,기타
"1,190",(주)죽천마을,가락시장,가락몰 판매동 관련상가 2층 011-1호,,기타
"1,191",평화,가락시장,가락몰 판매동 관련상가 2층 012-1호,02-407-5545,건어류
"1,192",진도,가락시장,가락몰 판매동 관련상가 2층 013-1호,02-407-7593,식품잡화
"1,193",(유)진강금,가락시장,가락몰 판매동 관련상가 2층 013-2호,02-408-1645,청과부류
"1,194",(유)자연아름,가락시장,가락몰 판매동 관련상가 2층 014-1호,02-408-8256,청과부류
"1,195",스탠다드푸드,가락시장,가락몰 판매동 관련상가 2층 015-1호,02-407-7640,기타
"1,196",(주)가락원식자재,가락시장,가락몰 판매동 관련상가 2층 016-1호,02-6978-1775,기타
"1,197",(주)주태인성,가락시장,가락몰 판매동 관련상가 2층 016-2호,,기타
"1,198",양남유통(주),가락시장,가락몰 판매동 관련상가 2층 022-1호,02-407-9675,기타
"1,199",(주)유성치킨,가락시장,가락몰 판매동 관련상가 2층 023-1호,02-407-9555,기타
"1,200",(주)서산식품,가락시장,가락몰 판매동 관련상가 2층 024-1호,02-402-6186,기타
"1,201",(유)창현농산,가락시장,가락몰 판매동 관련상가 2층 025-1호,,기타
"1,202",다농산업(주),가락시장,가락몰 판매동 관련상가 2층 027-1호,02-407-1171,기타
"1,203",(유)매일푸드,가락시장,가락몰 판매동 관련상가 2층 028-1호,02-407-5926,기타
"1,204",다농산업(주),가락시장,가락몰 판매동 관련상가 2층 029-1호,02-407-1171,기타
"1,205",(주)성환농산,가락시장,가락몰 판매동 관련상가 2층 036-1호,,청과부류
"1,206",(주)더그린물류,가락시장,가락몰 판매동 관련상가 2층 037-1호,02-407-5093,기타
"1,207",평화,가락시장,가락몰 판매동 관련상가 2층 038-1호,02-407-5545,건어류
"1,208",태광상회,가락시장,가락몰 판매동 관련상가 2층 039-1호,02-409-2080,기타
"1,209",(주)선덕상사,가락시장,가락몰 판매동 관련상가 2층 040-1호,,식품잡화
"1,210",(유)유창에프앤씨,가락시장,가락몰 판매동 관련상가 2층 042-1호,,기타
"1,211",조양상회,가락시장,가락몰 판매동 관련상가 3층 001-1호,02-407-9600,기타
"1,212",유한회사 아침해찬,가락시장,가락몰 판매동 관련상가 3층 002-1호,02-407-9938,기타
"1,213",(유)조양식품,가락시장,가락몰 판매동 관련상가 3층 003-1호,,축산부류
"1,214",신흥상회,가락시장,가락몰 판매동 관련상가 3층 004-1호,,양곡부류
"1,215",홍주상회,가락시장,가락몰 판매동 관련상가 3층 005-1호,,식품잡화
"1,216",정운상회,가락시장,가락몰 판매동 관련상가 3층 006-1호,02-407-9778,기타
"1,217",홍주상회,가락시장,가락몰 판매동 관련상가 3층 007-1호,,식품잡화
"1,218",중앙,가락시장,가락몰 판매동 관련상가 3층 008-1호,,기타
"1,219",(유)지엠대진,가락시장,가락몰 판매동 관련상가 3층 009-1호,02-407-6141,기타
"1,220",영신상회,가락시장,가락몰 판매동 관련상가 3층 010-1호,02-407-9223,기타
"1,221",대영상회,가락시장,가락몰 판매동 관련상가 3층 011-1호,02-407-9586,기타
"1,222",세진상회,가락시장,가락몰 판매동 관련상가 3층 012-1호,,기타
"1,223",(주)서진종합물류,가락시장,가락몰 판매동 관련상가 3층 013-1호,,기타
"1,224",충북,가락시장,가락몰 판매동 관련상가 3층 014-1호,02-407-5111,기타
"1,225",성은,가락시장,가락몰 판매동 관련상가 3층 015-1호,02-407-1141,기타
"1,226",남태령,가락시장,가락몰 판매동 관련상가 3층 016-1호,02-407-9611,기타
"1,227",백양포장,가락시장,가락몰 판매동 관련상가 3층 017-1호,02-407-6095,기타
"1,228",가락팩포장 유한회사,가락시장,가락몰 판매동 관련상가 3층 018-1호,,기타
"1,229",대영상회,가락시장,가락몰 판매동 관련상가 3층 019-1호,02-407-9586,기타
"1,230",삼오상사,가락시장,가락몰 판매동 관련상가 3층 020-1호,,기타
"1,231",삼일농산,가락시장,가락몰 판매동 관련상가 3층 021-1호,02-407-9284,기타
"1,232",(주)태양종합포장,가락시장,가락몰 판매동 관련상가 3층 022-1호,,기타
"1,233",형제상회,가락시장,가락몰 판매동 관련상가 3층 024-1호,,기타
"1,234",유한회사 천우식품,가락시장,가락몰 판매동 관련상가 3층 025-1호,,기타
"1,235",부산상회,가락시장,가락몰 판매동 관련상가 3층 026-1호,,기타
"1,236",부산상회,가락시장,가락몰 판매동 관련상가 3층 027-1호,,기타
"1,237",경북,가락시장,가락몰 판매동 관련상가 3층 028-1호,02-449-2006,기타
"1,238",유한회사 용산식품,가락시장,가락몰 판매동 관련상가 3층 029-1호,,기타
"1,239",중앙,가락시장,가락몰 판매동 관련상가 3층 030-1호,,기타
"1,240",(유)매화동상회,가락시장,가락몰 판매동 관련상가 3층 031-1호,,건어류
"1,241",(유)완도앤드부경,가락시장,가락몰 판매동 관련상가 3층 032-1호,,건어류
"1,242",(주)태양씨푸드,가락시장,가락몰 판매동 관련상가 3층 033-1호,02-407-3728,기타
"1,243",광성상사,가락시장,가락몰 판매동 관련상가 3층 034-1호,02-407-7773,건어류
"1,244",(유)동남물산,가락시장,가락몰 판매동 관련상가 3층 035-1호,,건어기타
"1,245",(유)강동상사,가락시장,가락몰 판매동 관련상가 3층 036-1호,,건어류
"1,246",(유)태림에스엠,가락시장,가락몰 판매동 관련상가 3층 037-1호,,건어류
"1,247",억불상회,가락시장,가락몰 판매동 관련상가 3층 038-1호,02-6417-9769,건어류
"1,248",(유)덕신건해,가락시장,가락몰 판매동 관련상가 3층 039-1호,02-6418-5079,건어기타
"1,249",(유)화강유통,가락시장,가락몰 판매동 관련상가 3층 040-1호,,건어류
"1,250",풍화산업,가락시장,가락몰 판매동 관련상가 3층 041-1호,02-402-7084,건어류
"1,251",미전물산,가락시장,가락몰 판매동 관련상가 3층 042-1호,02-407-2444,건어류
"1,252",성원상회,가락시장,가락몰 판매동 관련상가 3층 043-1호,,건어류
"1,253",동성상회,가락시장,가락몰 판매동 관련상가 3층 044-1호,02-407-7801,건어류
"1,254",(유)풍익상회,가락시장,가락몰 판매동 관련상가 3층 045-1호,,건어류
"1,255",중앙상회,가락시장,가락몰 판매동 관련상가 3층 046-1호,,건어류
"1,256",덕왕상회,가락시장,가락몰 판매동 관련상가 3층 047-1호,,기타
"1,257",(주)삼강해농수산,가락시장,가락몰 판매동 관련상가 3층 048-1호,02-407-9821,건어류
"1,258",유한회사 두꺼비상회,가락시장,가락몰 판매동 편의시설 1층 001-1호,02-3401-1115,채소류
"1,259",주식회사 시장휴게소,가락시장,가락몰 판매동 편의시설 1층 002-1호,,기타
"1,260",(주)성가유통,가락시장,가락몰 판매동 편의시설 1층 003-1호,,기타
"1,261",농협은행(주)가락시장지점,가락시장,가락몰 판매동 편의시설 1층 A01-1호,02-408-6613,기타
"1,262",수협은행 가락동금융센터,가락시장,가락몰 판매동 편의시설 2층 002-1호,02-449-0961,기타
"1,263",가락신용협동조합,가락시장,가락몰 판매동 편의시설 2층 003-1호,02-407-5825,기타
"1,264",(유)만포장,가락시장,가락몰 판매동 편의시설 3층 002-1호,02-409-1456,축산부류
"1,265",(유)웅이네,가락시장,가락몰 판매동 편의시설 3층 003-1호,02-6978-1345,기타
"1,266",농협은행(주)가락시장지점,가락시장,가락몰 판매동 편의시설 3층 A01-1호,02-408-6613,기타
"1,267",(유)가락동문마트,가락시장,가락몰 판매동 편의시설 지하1층 003-1호,,기타
"1,268",(유)가락몰축산직판장상인협의회,가락시장,가락몰 판매동 부대시설 1층 001-1호,02-409-2101,기타
"1,269",(주)가락원식자재,가락시장,가락몰 판매동 부대시설 2층 001-1호,02-6978-1775,기타
"1,270",(주)가락원식자재,가락시장,가락몰 판매동 부대시설 2층 001-2호,02-6978-1775,기타
"1,271",스탠다드푸드,가락시장,가락몰 판매동 부대시설 2층 002-1호,02-407-7640,기타
"1,272",(유)매일푸드,가락시장,가락몰 판매동 부대시설 2층 003-1호,02-407-5926,기타
"1,273",(유)천덕물류,가락시장,가락몰 판매동 부대시설 2층 004-1호,02-407-0222,기타
"1,274",(주)한주주방아울렛,가락시장,가락몰 판매동 부대시설 2층 005-1호,02-6426-0009,기타
"1,275",가락몰 식품종합상가조합,가락시장,가락몰 판매동 부대시설 3층 001-1호,02-6978-1828,기타
"1,276",가락몰 식품종합상가조합,가락시장,가락몰 판매동 부대시설 3층 003-1호,02-6978-1828,기타
"1,277",다농산업(주),가락시장,가락몰 판매동 부대시설 3층 004-1호,02-407-1171,기타
"1,278",다농산업(주),가락시장,가락몰 판매동 부대시설 3층 005-1호,02-407-1171,기타
"1,279",백양포장,가락시장,가락몰 판매동 부대시설 3층 006-1호,02-407-6095,기타
"1,280",충북,가락시장,가락몰 판매동 부대시설 3층 007-1호,02-407-5111,기타
"1,281",형제상회,가락시장,가락몰 판매동 부대시설 3층 007-2호,,기타
"1,282",가락팩포장 유한회사,가락시장,가락몰 판매동 부대시설 3층 007-3호,,기타
"1,283",부산상회,가락시장,가락몰 판매동 부대시설 3층 008-1호,,기타
"1,284",경북,가락시장,가락몰 판매동 부대시설 3층 008-2호,02-449-2006,기타
"1,285",유한회사 천우식품,가락시장,가락몰 판매동 부대시설 3층 008-3호,,기타
"1,286",중앙,가락시장,가락몰 판매동 부대시설 3층 008-4호,,기타
"1,287",유한회사 용산식품,가락시장,가락몰 판매동 부대시설 3층 008-5호,,기타
"1,288",남태령,가락시장,가락몰 판매동 부대시설 3층 009-1호,02-407-9611,기타
"1,289",삼오상사,가락시장,가락몰 판매동 부대시설 3층 009-2호,,기타
"1,290",세진상회,가락시장,가락몰 판매동 부대시설 3층 010-1호,,기타
"1,291",대영상회,가락시장,가락몰 판매동 부대시설 3층 010-2호,02-407-9586,기타
"1,292",(주)서진종합물류,가락시장,가락몰 판매동 부대시설 3층 010-3호,,기타
"1,293",대영상회,가락시장,가락몰 판매동 부대시설 3층 010-4호,02-407-9586,기타
"1,294",백양포장,가락시장,가락몰 판매동 부대시설 3층 011-1호,02-407-6095,기타
"1,295",(주)태양종합포장,가락시장,가락몰 판매동 부대시설 3층 011-2호,,기타
"1,296",영신상회,가락시장,가락몰 판매동 부대시설 3층 011-3호,02-407-9223,기타
"1,297",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 012-1호,,기타
"1,298",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 013-1호,,기타
"1,299",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 014-1호,,기타
"1,300",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 015-1호,,기타
"1,301",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 016-1호,,기타
"1,302",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 017-1호,,기타
"1,303",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 018-1호,,기타
"1,304",유한회사 아침해찬,가락시장,가락몰 판매동 부대시설 3층 019-1호,02-407-9938,기타
"1,305",(유)지엠대진,가락시장,가락몰 판매동 부대시설 3층 020-1호,02-407-6141,기타
"1,306",성은,가락시장,가락몰 판매동 부대시설 3층 020-2호,02-407-1141,기타
"1,307",성은,가락시장,가락몰 판매동 부대시설 3층 020-3호,02-407-1141,기타
"1,308",홍주상회,가락시장,가락몰 판매동 부대시설 3층 020-4호,,식품잡화
"1,309",조양상회,가락시장,가락몰 판매동 부대시설 3층 020-5호,02-407-9600,기타
"1,310",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 021-1호,,기타
"1,311",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 021-2호,,기타
"1,312",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 021-3호,,기타
"1,313",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 021-4호,,기타
"1,314",건어물종합상가조합,가락시장,가락몰 판매동 부대시설 3층 021-5호,,기타
"1,315",(유)만포장,가락시장,가락몰 판매동 부대시설 3층 022-2호,02-409-1456,축산부류
"1,316",(유)웅이네,가락시장,가락몰 판매동 부대시설 3층 022-3호,02-6978-1345,기타
"1,317",(유)중산유통,가락시장,가락몰 판매동 부대시설 지하1층 001-1호,02-6978-3650,채소류
"1,318",(유)가을들녘,가락시장,가락몰 판매동 부대시설 지하1층 001-2호,,채소류
"1,319",(유)지훈유통,가락시장,가락몰 판매동 부대시설 지하1층 001-3호,02-400-2327,채소류
"1,320",(유)태산농산,가락시장,가락몰 판매동 부대시설 지하1층 001-4호,02-431-4947,청과부류
"1,321",경천상회,가락시장,가락몰 판매동 부대시설 지하1층 002-1호,02-404-0864,채소류
"1,322",(유)명성유통,가락시장,가락몰 판매동 부대시설 지하1층 002-2호,,채소류
"1,323",(유)다산건해,가락시장,가락몰 판매동 부대시설 지하1층 002-3호,,채소류
"1,324",황제상회,가락시장,가락몰 판매동 부대시설 지하1층 002-4호,,청과부류
"1,325",(유)인옥농산,가락시장,가락몰 판매동 부대시설 지하1층 003-2호,02-448-0225,채소류
"1,326",다성유통,가락시장,가락몰 판매동 부대시설 지하1층 004-1호,02-407-5854,청과부류
"1,327",(유)고원농산,가락시장,가락몰 판매동 부대시설 지하1층 004-2호,,채소류
"1,328",(유)춘홍농산,가락시장,가락몰 판매동 부대시설 지하1층 004-3호,02-409-0966,채소류
"1,329",(유)군산푸드,가락시장,가락몰 판매동 부대시설 지하1층 004-4호,02-407-0638,채소류
"1,330",(유)건영크린푸드,가락시장,가락몰 판매동 부대시설 지하1층 005-1호,,청과부류
"1,331",남양상회,가락시장,가락몰 판매동 부대시설 지하1층 006-1호,,나물류
"1,332",(유)춘홍농산,가락시장,가락몰 판매동 부대시설 지하1층 007-1호,02-409-0966,채소류
"1,333",정훈상회,가락시장,가락몰 판매동 부대시설 지하1층 007-2호,02-406-6409,과일류
"1,334",(유)상일유통,가락시장,가락몰 판매동 부대시설 지하1층 007-3호,02-408-2529,과일류
"1,335",(유)석칠농산,가락시장,가락몰 판매동 부대시설 지하1층 008-1호,,채소류
"1,336",(유)석칠농산,가락시장,가락몰 판매동 부대시설 지하1층 008-2호,,채소류
"1,337",(유)하양농산,가락시장,가락몰 판매동 부대시설 지하1층 009-1호,,채소류
"1,338",(유)댓골,가락시장,가락몰 판매동 부대시설 지하1층 009-2호,,채소류
"1,339",(유)참좋은농산,가락시장,가락몰 판매동 부대시설 지하1층 009-3호,,채소류
"1,340",(유)영숙농산,가락시장,가락몰 판매동 부대시설 지하1층 009-4호,,채소류
"1,341",(유)원진식품,가락시장,가락몰 판매동 부대시설 지하1층 009-5호,,채소류
"1,342",목포상회,가락시장,가락몰 판매동 부대시설 지하1층 009-6호,02-404-4256,채소류
"1,343",(주)우주식품디씨오피,가락시장,가락몰 판매동 부대시설 지하1층 010-1호,02-6287-0450,기타
"1,344",가락몰 식품종합상가조합,가락시장,가락몰 판매동 부대시설 지하2층 001-1호,02-6978-1828,기타
"1,345",가락몰 협의회,가락시장,가락몰 판매동 부대시설 지하2층 001-2호,,기타
"1,346",가락몰수산협동조합연합회,가락시장,가락몰 판매동 부대시설 지하2층 002-1호,,기타
"1,347",서울건해산물직판상인조합,가락시장,가락몰 판매동 부대시설 지하2층 003-1호,02-407-5784,기타
"1,348",가락몰수산유통인협의회,가락시장,가락몰 판매동 부대시설 지하2층 004-1호,02-402-7081,
"1,349",가락몰젓갈류유통인조합,가락시장,가락몰 판매동 부대시설 지하2층 004-2호,02-402-9729,젓갈류
"1,350",(유)가락몰축산직판장상인협의회,가락시장,가락몰 판매동 부대시설 지하2층 005-1호,02-409-2101,기타
"1,351",가락몰 식품종합상가조합,가락시장,가락몰 판매동 부대시설 지하2층 007-1호,02-6978-1828,기타
"1,352",(유)자연아름,가락시장,가락몰 판매동 부대시설 지하2층 008-1호,02-408-8256,청과부류
"1,353",(유)한양푸드시스템,가락시장,가락몰 판매동 부대시설 지하2층 009-1호,02-407-5737,식품잡화
"1,354",세계로포장(유),가락시장,가락몰 판매동 부대시설 지하2층 010-1호,02-448-6886,기타
"1,355",대창 맘,가락시장,가락몰 판매동 부대시설 지하2층 011-1호,02-407-9018,기타
"1,356",재우상회,가락시장,가락몰 판매동 부대시설 지하2층 012-1호,02-407-3920,기타
"1,357",밀알유통,가락시장,가락몰 판매동 부대시설 지하2층 013-1호,02-409-1541,축산부류
"1,358",밀알유통,가락시장,가락몰 판매동 부대시설 지하2층 013-2호,02-409-1541,축산부류
"1,359",가락몰 협의회,가락시장,가락몰 판매동 부대시설 지하2층 015-1호,,기타
"1,360",가락몰 협의회,가락시장,가락몰 판매동 부대시설 지하2층 016-1호,,기타
"1,361",가락몰 협의회,가락시장,가락몰 판매동 부대시설 지하2층 017-1호,,기타
"1,362",가락몰 청과직판 조합,가락시장,가락몰 판매동 부대시설 지하2층 018-1호,02-430-0082,기타
"1,363",다농산업(주),가락시장,가락몰 판매동 부대시설 지하2층 019-1호,02-407-1171,기타
"1,364",(유)호남상회,가락시장,가락몰 판매동 부대시설 지하2층 A001-1호,,채소류
"1,365",(유)호남상회,가락시장,가락몰 판매동 부대시설 지하2층 A001-2호,,채소류
"1,366",(유)현준팜,가락시장,가락몰 판매동 부대시설 지하2층 A004-1호,,채소류
"1,367",(유)현준팜,가락시장,가락몰 판매동 부대시설 지하2층 A006-1호,,채소류
"1,368",(유)현준팜,가락시장,가락몰 판매동 부대시설 지하2층 A007-1호,,채소류
"1,369",(유)현준팜,가락시장,가락몰 판매동 부대시설 지하2층 A007-2호,,채소류
"1,370",(유)호남상회,가락시장,가락몰 판매동 부대시설 지하2층 A008-1호,,채소류
"1,371",우엉연근상회,가락시장,가락몰 판매동 부대시설 지하2층 A009-1호,02-401-1824,채소류
"1,372",우엉연근상회,가락시장,가락몰 판매동 부대시설 지하2층 A010-1호,02-401-1824,채소류
"1,373",우엉연근상회,가락시장,가락몰 판매동 부대시설 지하2층 A010-2호,02-401-1824,채소류
"1,374",(유)재득농산,가락시장,가락몰 판매동 부대시설 지하2층 A011-1호,,채소류
"1,375",(유)아침해식품,가락시장,가락몰 판매동 부대시설 지하2층 A012-1호,02-6978-0177,과일류
"1,376",(유)아침해식품,가락시장,가락몰 판매동 부대시설 지하2층 A013-1호,02-6978-0177,과일류
"1,377",(유)아침해식품,가락시장,가락몰 판매동 부대시설 지하2층 A014-1호,02-6978-0177,과일류
"1,378",(유)흥주그린농산,가락시장,가락몰 판매동 부대시설 지하2층 A014-2호,,채소류
"1,379",(유)덕신농산,가락시장,가락몰 판매동 부대시설 지하2층 A015-1호,,채소류
"1,380",(유)벌교유통,가락시장,가락몰 판매동 부대시설 지하2층 A015-2호,,청과부류
"1,381",(유)은혜상회,가락시장,가락몰 판매동 부대시설 지하2층 A016-2호,,채소류
"1,382",(유)이팔팔상회,가락시장,가락몰 판매동 부대시설 지하2층 A017-1호,,청과부류
"1,383",(유)영천농산,가락시장,가락몰 판매동 부대시설 지하2층 A017-2호,,채소류
"1,384",(유)또와,가락시장,가락몰 판매동 부대시설 지하2층 A018-1호,,채소류
"1,385",(유)스마일상회,가락시장,가락몰 판매동 부대시설 지하2층 A018-2호,,채소류
"1,386",한양상회,가락시장,가락몰 판매동 부대시설 지하2층 A021-1호,02-408-7401,채소류
"1,387",한양상회,가락시장,가락몰 판매동 부대시설 지하2층 A021-2호,02-408-7401,채소류
"1,388",우엉연근상회,가락시장,가락몰 판매동 부대시설 지하2층 A022-1호,02-401-1824,채소류
"1,389",우엉연근상회,가락시장,가락몰 판매동 부대시설 지하2층 A022-2호,02-401-1824,채소류
"1,390",(유)탑월드대파유통,가락시장,가락몰 판매동 부대시설 지하2층 A023-1호,,채소류
"1,391",(유)탑월드대파유통,가락시장,가락몰 판매동 부대시설 지하2층 A024-1호,,채소류
"1,392",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A027-1호,070-8773-1625,청과부류
"1,393",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A028-1호,070-8773-1625,청과부류
"1,394",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A029-1호,070-8773-1625,청과부류
"1,395",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A030-1호,070-8773-1625,청과부류
"1,396",(유)한들유통,가락시장,가락몰 판매동 부대시설 지하2층 A031-1호,,청과부류
"1,397",(유)한들유통,가락시장,가락몰 판매동 부대시설 지하2층 A031-2호,,청과부류
"1,398",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A032-1호,070-8773-1625,청과부류
"1,399",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 A033-1호,070-8773-1625,청과부류
"1,400",(유)성국농산,가락시장,가락몰 판매동 부대시설 지하2층 A034-1호,,채소류
"1,401",(유)한들유통,가락시장,가락몰 판매동 부대시설 지하2층 A036-1호,,청과부류
"1,402",금호상회,가락시장,가락몰 판매동 부대시설 지하2층 A037-1호,02-448-9152,채소류
"1,403",(유)벌교유통,가락시장,가락몰 판매동 부대시설 지하2층 A038-1호,,청과부류
"1,404",(주)주성식품,가락시장,가락몰 판매동 부대시설 지하2층 A040-1호,,채소류
"1,405",(주)주성식품,가락시장,가락몰 판매동 부대시설 지하2층 A041-1호,,채소류
"1,406",(주)주성식품,가락시장,가락몰 판매동 부대시설 지하2층 A042-1호,,채소류
"1,407",(유)벌교유통,가락시장,가락몰 판매동 부대시설 지하2층 A043-1호,,청과부류
"1,408",(유)석진농산,가락시장,가락몰 판매동 부대시설 지하2층 A044-1호,,채소류
"1,409",(유)찬들농산,가락시장,가락몰 판매동 부대시설 지하2층 A045-1호,,채소류
"1,410",(유)찬들농산,가락시장,가락몰 판매동 부대시설 지하2층 A046-1호,,채소류
"1,411",남창농산물유통(주),가락시장,가락몰 판매동 부대시설 지하2층 A047-1호,,채소류
"1,412",남창농산물유통(주),가락시장,가락몰 판매동 부대시설 지하2층 A048-1호,,채소류
"1,413",(유)한빛농산,가락시장,가락몰 판매동 부대시설 지하2층 A049-1호,,채소류
"1,414",용진상회,가락시장,가락몰 판매동 부대시설 지하2층 A050-1호,02-431-7313,채소류
"1,415",(유)찬들농산,가락시장,가락몰 판매동 부대시설 지하2층 A051-1호,,채소류
"1,416",남영상회,가락시장,가락몰 판매동 부대시설 지하2층 A052-1호,02-404-7486,채소류
"1,417",남영상회,가락시장,가락몰 판매동 부대시설 지하2층 A053-1호,02-404-7486,채소류
"1,418",정우상사,가락시장,가락몰 판매동 부대시설 지하2층 A054-1호,02-6419-2365,채소류
"1,419",정우상사,가락시장,가락몰 판매동 부대시설 지하2층 A055-1호,02-6419-2365,채소류
"1,420",(유)양파농산,가락시장,가락몰 판매동 부대시설 지하2층 A056-1호,,채소류
"1,421",(유)진경농산,가락시장,가락몰 판매동 부대시설 지하2층 A057-1호,,채소류
"1,422",(유)벌교유통,가락시장,가락몰 판매동 부대시설 지하2층 A058-1호,,청과부류
"1,423",(유)정가네농산,가락시장,가락몰 판매동 부대시설 지하2층 A059-1호,02-406-6549,채소류
"1,424",(유)더그린푸드,가락시장,가락몰 판매동 부대시설 지하2층 A060-1호,,채소류
"1,425",(유)더그린푸드,가락시장,가락몰 판매동 부대시설 지하2층 A061-1호,,채소류
"1,426",(유)더그린푸드,가락시장,가락몰 판매동 부대시설 지하2층 A062-1호,,채소류
"1,427",(유)서경상회,가락시장,가락몰 판매동 부대시설 지하2층 A062-2호,,청과부류
"1,428",(유)병현농산,가락시장,가락몰 판매동 부대시설 지하2층 A063-1호,02-430-2952,채소류
"1,429",(유)늘봄상회,가락시장,가락몰 판매동 부대시설 지하2층 A064-1호,,채소류
"1,430",송림식품,가락시장,가락몰 판매동 부대시설 지하2층 A067-1호,02-407-3234,채소류
"1,431",송림식품,가락시장,가락몰 판매동 부대시설 지하2층 A068-1호,02-407-3234,채소류
"1,432",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A069-1호,,채소류
"1,433",송림식품,가락시장,가락몰 판매동 부대시설 지하2층 A070-1호,02-407-3234,채소류
"1,434",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A071-1호,,채소류
"1,435",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A072-1호,,채소류
"1,436",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A073-1호,,채소류
"1,437",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A074-1호,,채소류
"1,438",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A075-1호,,채소류
"1,439",(유)울타리,가락시장,가락몰 판매동 부대시설 지하2층 A076-1호,,채소류
"1,440",남창농산물유통(주),가락시장,가락몰 판매동 부대시설 지하2층 A077-1호,,채소류
"1,441",(유)보송농산,가락시장,가락몰 판매동 부대시설 지하2층 A078-1호,02-448-7354,채소류
"1,442",(유)보송농산,가락시장,가락몰 판매동 부대시설 지하2층 A079-1호,02-448-7354,채소류
"1,443",(유)서울허브팜,가락시장,가락몰 판매동 부대시설 지하2층 A081-1호,,채소류
"1,444",(유)서울허브팜,가락시장,가락몰 판매동 부대시설 지하2층 A082-1호,,채소류
"1,445",(유)서울허브팜,가락시장,가락몰 판매동 부대시설 지하2층 A083-1호,,채소류
"1,446",(유)현아농산,가락시장,가락몰 판매동 부대시설 지하2층 B001-1호,070-8773-1625,청과부류
"1,447",(유)순이유통,가락시장,가락몰 판매동 부대시설 지하2층 B002-1호,,청과부류
"1,448",(유)에이원푸드시스템,가락시장,가락몰 판매동 부대시설 지하2층 B003-1호,,채소류
"1,449",(유)한백농산,가락시장,가락몰 판매동 부대시설 지하2층 B004-1호,,채소류
"1,450",(유)혜연이네,가락시장,가락몰 판매동 부대시설 지하2층 B005-1호,,채소류
"1,451",(유)그린박사,가락시장,가락몰 판매동 부대시설 지하2층 B006-1호,,채소류
"1,452",(주)서우유통,가락시장,가락몰 판매동 부대시설 지하2층 B007-1호,,채소류
"1,453",(유)재득농산,가락시장,가락몰 판매동 부대시설 지하2층 B008-1호,,채소류
"1,454",(유)산들농산,가락시장,가락몰 판매동 부대시설 지하2층 B009-1호,,채소류
"1,455",매일상회,가락시장,가락몰 판매동 부대시설 지하2층 B010-1호,02-408-0252,채소류
"1,456",(주)태승상회,가락시장,가락몰 판매동 부대시설 지하2층 B011-1호,,청과부류
"1,457",(유)탑월드대파유통,가락시장,가락몰 판매동 부대시설 지하2층 B012-1호,,채소류
"1,458",(유)연일상회,가락시장,가락몰 판매동 부대시설 지하2층 B013-1호,,채소류
"1,459",(유)서울팜,가락시장,가락몰 판매동 부대시설 지하2층 B014-1호,02-448-7351,채소류
"1,460",농업회사법인 (유)대명농산,가락시장,가락몰 판매동 부대시설 지하2층 B015-1호,,채소류
"1,461",농업회사법인 (유)대명농산,가락시장,가락몰 판매동 부대시설 지하2층 B015-2호,,채소류
"1,462",(유)고원농산,가락시장,가락몰 판매동 부대시설 지하2층 B016-1호,,채소류
"1,463",백제상회,가락시장,가락몰 판매동 부대시설 지하2층 B016-2호,02-408-3904,과일류
"1,464",(유)주은농산,가락시장,가락몰 판매동 부대시설 지하2층 B017-1호,080-577-8888,채소류
"1,465",(유)주은농산,가락시장,가락몰 판매동 부대시설 지하2층 B017-2호,080-577-8888,채소류
"1,466",(유)세연농산,가락시장,가락몰 판매동 부대시설 지하2층 B018-1호,02-408-4252,채소류
"1,467",금농푸드빌(유),가락시장,가락몰 판매동 부대시설 지하2층 B018-2호,,청과부류
"1,468",(주)일용그린,가락시장,가락몰 판매동 부대시설 지하2층 B019-1호,02-406-3832,과일류
